"","id","r_squared_adj","effect_size","pvalue","padj"
"rn6_chr_x_136303065_136303565_250","rn6_chr_x_136303065_136303565_250",0.0862636997810255,-1.09058944779827,9.42451811502952e-06,0.0936231629547033
"rhe_mac10_chr11_7001080_7001580_250","rhe_mac10_chr11_7001080_7001580_250",0.0861003767523223,0.720904075145319,9.60834690146573e-06,0.0954397097722591
"rhe_mac10_chr11_703840_704340_250","rhe_mac10_chr11_703840_704340_250",0.0858725594409927,-0.693383582787429,9.8707398061366e-06,0.0980361877545488
"rn6_chr5_78335396_78335896_250","rn6_chr5_78335396_78335896_250",0.0845753701264903,0.785731335409842,1.15065260093154e-05,0.114271309798511
"rhe_mac10_chr_x_24547613_24548113_250","rhe_mac10_chr_x_24547613_24548113_250",0.0844029995935539,-0.932850256631976,1.17432788689325e-05,0.116610759168499
"rn6_chr1_266084968_266085468_250","rn6_chr1_266084968_266085468_250",0.0843831799635724,0.686653111617626,1.17708101495024e-05,0.11687237397441
"rn6_chr5_136234883_136235383_250","rn6_chr5_136234883_136235383_250",0.0842331400451962,-0.826720263042137,1.19813231561823e-05,0.118950576294578
"rn6_chr20_44563780_44564280_250","rn6_chr20_44563780_44564280_250",0.0841033508927106,0.626557661712682,1.2166442351092e-05,0.12077627321929
"rhe_mac10_chr_x_41472134_41472634_250","rhe_mac10_chr_x_41472134_41472634_250",0.0839510817178429,-0.920520509022935,1.23872557242768e-05,0.122955900319172
"mm10_chr4_107178360_107178861","mm10_chr4_107178360_107178861",0.0826185522148368,0.775539195228476,1.44978899626761e-05,0.14389155787956
"hg38_chr4_184100200_184100701","hg38_chr4_184100200_184100701",0.082333084271245,-0.735062948889745,1.49946449599667e-05,0.14880685658271
"mm10_chr9_80161407_80161908","mm10_chr9_80161407_80161908",0.0818653827606216,0.755849541294897,1.58453780040693e-05,0.15723368593438
"mm10_chr10_71267456_71267957","mm10_chr10_71267456_71267957",0.0816873210706825,0.799858526557665,1.61817443479771e-05,0.160555267420629
"mm10_chr18_55121935_55122436","mm10_chr18_55121935_55122436",0.0807869479960718,0.55033240788019,1.79945345546276e-05,0.178523777316461
"rn6_chr15_59762568_59763068_250","rn6_chr15_59762568_59763068_250",0.0806013826688035,-0.708182405063861,1.83925529367473e-05,0.182454125132533
"rhe_mac10_chr6_10069835_10070335_250","rhe_mac10_chr6_10069835_10070335_250",0.0805352027592159,0.698561931655942,1.8536611638068e-05,0.183864650837996
"rn6_chr1_259381318_259381818_250","rn6_chr1_259381318_259381818_250",0.0797817482951329,0.632726741308053,2.02580518016076e-05,0.200919357768344
"mm10_chr7_115371070_115371571","mm10_chr7_115371070_115371571",0.0787133710814332,0.571629872767978,2.29751355961078e-05,0.227844419706601
"rhe_mac10_chr5_87061015_87061515_250","rhe_mac10_chr5_87061015_87061515_250",0.0786147504418704,0.764924319859391,2.32435335016536e-05,0.230482878202397
"rhe_mac10_chr11_49676859_49677359_250","rhe_mac10_chr11_49676859_49677359_250",0.0783169369380122,0.470542054078299,2.40731309174621e-05,0.238685093046637
"rhe_mac10_chr5_4546740_4547240_250","rhe_mac10_chr5_4546740_4547240_250",0.078059799537694,0.629296274850895,2.48130918575611e-05,0.245996992675861
"rn6_chr5_136220720_136221220_250","rn6_chr5_136220720_136221220_250",0.077813721605238,0.741269302999811,2.55424194878793e-05,0.253202004383348
"rhe_mac10_chr12_62290049_62290549_250","rhe_mac10_chr12_62290049_62290549_250",0.077136436107512,-0.746069322411367,2.76618462412565e-05,0.274184219943335
"rhe_mac10_chr_x_131797660_131798160_250","rhe_mac10_chr_x_131797660_131798160_250",0.0766210171562766,-0.907085376780692,2.93912847887698e-05,0.291297023541497
"rhe_mac10_chr6_138186026_138186526_250","rhe_mac10_chr6_138186026_138186526_250",0.0760575412369892,0.99428463717731,3.14053668851198e-05,0.311227185831537
"rn6_chr9_64898076_64898576_250","rn6_chr9_64898076_64898576_250",0.0753154965703408,-0.776694637344837,3.42688263164717e-05,0.339569799969918
"rhe_mac10_chr1_23419472_23419972_250","rhe_mac10_chr1_23419472_23419972_250",0.0743001205161099,-0.788441995706197,3.86128103964808e-05,0.382575725408332
"hg38_chr20_31569467_31569968","hg38_chr20_31569467_31569968",0.0742339618093923,0.644607169420556,3.89141701099741e-05,0.385522683279514
"rn6_chr11_44171224_44171724_250","rn6_chr11_44171224_44171724_250",0.0737944810865384,0.710548488674855,4.09763919470242e-05,0.405912138627222
"rn6_chr16_54354699_54355199_250","rn6_chr16_54354699_54355199_250",0.073219492588412,0.660315584411383,4.38396989086774e-05,0.434232217690449
"rhe_mac10_chr15_90523143_90523643_250","rhe_mac10_chr15_90523143_90523643_250",0.073068244916714,0.560579098248655,4.46254293859591e-05,0.441970252638539
"mm10_chr17_10187649_10188150","mm10_chr17_10187649_10188150",0.072705285548131,0.994377263266779,4.65687008382672e-05,0.46116984440136
"rn6_chr10_94456432_94456932_250","rn6_chr10_94456432_94456932_250",0.072568276374151,0.735623495686058,4.73239637041009e-05,0.468601888598007
"rn6_chr8_51857636_51858136_250","rn6_chr8_51857636_51858136_250",0.0717933788188476,0.395639906089366,5.1831087587349e-05,0.513179598202342
"rn6_chr15_4034106_4034606_250","rn6_chr15_4034106_4034606_250",0.0712093190398837,-0.762786587746867,5.55086592861935e-05,0.549535726933316
"rhe_mac10_chr17_4638380_4638880_250","rhe_mac10_chr17_4638380_4638880_250",0.0710542702443039,0.638344679858044,5.65278651208641e-05,0.559569336831433
"rhe_mac10_chr_x_23712129_23712629_250","rhe_mac10_chr_x_23712129_23712629_250",0.070858303176068,-0.858756522040056,5.78427650431173e-05,0.572527688396775
"rhe_mac10_chr14_11533422_11533922_250","rhe_mac10_chr14_11533422_11533922_250",0.0707299041934698,-0.894786357788792,5.8720778751338e-05,0.581159547301992
"rhe_mac10_chr5_161876186_161876686_250","rhe_mac10_chr5_161876186_161876686_250",0.0696383034656276,-0.783813103225695,6.67424633834057e-05,0.660483417642183
"mm10_chr19_4231617_4232118","mm10_chr19_4231617_4232118",0.0694717923092461,0.819865808384143,6.80585746387809e-05,0.673439596050737
"rn6_chr2_123752322_123752822_250","rn6_chr2_123752322_123752822_250",0.0688047579123754,0.658209210260477,7.35953337002428e-05,0.728152231630203
"rn6_chr8_76422642_76423142_250","rn6_chr8_76422642_76423142_250",0.0682583039412339,0.753542645304182,7.84641048421804e-05,0.776245389203691
"rn6_chr_x_20315806_20316306_250","rn6_chr_x_20315806_20316306_250",0.0678692663476386,-0.833946752849521,8.21247535944928e-05,0.812378062556722
"rhe_mac10_chr10_29610509_29611009_250","rhe_mac10_chr10_29610509_29611009_250",0.0676789182787757,0.847882160939089,8.39773750118903e-05,0.830620216242607
"rn6_chr_x_22240719_22241219_250","rn6_chr_x_22240719_22241219_250",0.0671026924879812,-0.836552730838475,8.98435089285597e-05,0.888552303303456
"rn6_chr1_198218136_198218636_250","rn6_chr1_198218136_198218636_250",0.0670283771519856,-0.730854647079198,9.06292156561906e-05,0.896232313624069
"mm10_chr4_116074601_116075102","mm10_chr4_116074601_116075102",-0.0045949062058261,0.0511356916722846,0.825680208323328,1
"hg38_chr19_2332088_2332589","hg38_chr19_2332088_2332589",-0.00441041281908787,-0.0500150394201899,0.768758983208137,1
"rhe_mac10_chr18_49962409_49962909_250","rhe_mac10_chr18_49962409_49962909_250",-0.00385678096950969,-0.0574605183376053,0.654486959637093,1
"mm10_chr11_58981901_58982402","mm10_chr11_58981901_58982402",-0.00475468237100253,-0.0215751257155974,0.900388785638615,1
"rn6_chr5_147815160_147815660_250","rn6_chr5_147815160_147815660_250",-0.00465457746753237,0.0313517844277441,0.849015549071301,1
"mm10_chr17_56256421_56256922","mm10_chr17_56256421_56256922",-0.00482329732180588,0.00938625197604763,0.968432881409778,1
"rhe_mac10_chr20_76869357_76869857_250","rhe_mac10_chr20_76869357_76869857_250",-0.00345646191432649,0.190052426420332,0.594966373247678,1
"rn6_chr17_20257508_20258008_250","rn6_chr17_20257508_20258008_250",0.0123206653009125,-0.175907398005364,0.0593582255216738,1
"rn6_chr20_30376381_30376881_250","rn6_chr20_30376381_30376881_250",-0.00185066167049161,-0.144959379065372,0.433519372047374,1
"hg38_chr12_113359277_113359778","hg38_chr12_113359277_113359778",-0.00449581341886131,0.0375001672332399,0.792977360171304,1
"rhe_mac10_chr5_71840637_71841137_250","rhe_mac10_chr5_71840637_71841137_250",-0.00123898151733514,0.149649496584452,0.389823005456015,1
"rn6_chr1_221736110_221736610_250","rn6_chr1_221736110_221736610_250",-0.00477224468581045,0.031792372452316,0.912560367781208,1
"rn6_chr2_239408391_239408891_250","rn6_chr2_239408391_239408891_250",-0.00483090200821136,-0.000260473280735941,0.998559244608745,1
"rhe_mac10_chr6_128828955_128829455_250","rhe_mac10_chr6_128828955_128829455_250",0.00471360832061727,-0.16367246691257,0.160357287007436,1
"rn6_chr5_136350724_136351224_250","rn6_chr5_136350724_136351224_250",-0.00439712370786768,0.0635454114919142,0.765238381887068,1
"rn6_chr1_89201530_89202030_250","rn6_chr1_89201530_89202030_250",0.00163967821014892,0.202935341491119,0.248084267134128,1
"rn6_chr19_58240563_58241063_250","rn6_chr19_58240563_58241063_250",-0.00470604256189967,0.0197113008047962,0.872722526596242,1
"rhe_mac10_chr17_55558942_55559442_250","rhe_mac10_chr17_55558942_55559442_250",0.00360036829380329,0.158447364724408,0.187137765516852,1
"rn6_chr8_13778692_13779192_250","rn6_chr8_13778692_13779192_250",-0.00412815207320241,-0.0838745063098936,0.703872746540538,1
"rn6_chr10_38885001_38885501_250","rn6_chr10_38885001_38885501_250",0.0182306261057647,-0.23870356892662,0.0285493826914525,1
"rn6_chr1_166682481_166682981_250","rn6_chr1_166682481_166682981_250",-0.00421057758732759,0.0501350424583548,0.721013013623263,1
"rn6_chr3_5940768_5941268_250","rn6_chr3_5940768_5941268_250",-0.00261196950547257,0.132119296260533,0.499256895129053,1
"rhe_mac10_chr2_35894519_35895019_250","rhe_mac10_chr2_35894519_35895019_250",0.00379178375353948,-0.209982492728002,0.182188311238846,1
"mm10_chr1_86582324_86582825","mm10_chr1_86582324_86582825",-0.002454447886331,0.13495014459966,0.484390777709867,1
"rhe_mac10_chr14_77945263_77945763_250","rhe_mac10_chr14_77945263_77945763_250",0.000291343216348404,-0.154376550131855,0.304276317105021,1
"rn6_chr10_110008468_110008968_250","rn6_chr10_110008468_110008968_250",0.0359136369052714,-0.654733495583686,0.00345922444279601,1
"hg38_chr20_3807400_3807901","hg38_chr20_3807400_3807901",-0.00125639196906494,-0.117731918421555,0.390976385303108,1
"rn6_chr18_4327957_4328457_250","rn6_chr18_4327957_4328457_250",0.00756996036091838,-0.253668887164468,0.109298156850991,1
"hg38_chr15_99565635_99566136","hg38_chr15_99565635_99566136",-0.00452688623645877,-0.088869991137078,0.802602297181862,1
"rn6_chr1_197119564_197120064_250","rn6_chr1_197119564_197120064_250",-0.00378249863695001,-0.0914675902185703,0.64243561538924,1
"rn6_chr10_59172867_59173367_250","rn6_chr10_59172867_59173367_250",-0.00478272992315732,-0.0179967019386018,0.920729367363955,1
"rhe_mac10_chr19_6134328_6134828_250","rhe_mac10_chr19_6134328_6134828_250",-0.00453780041217031,0.0195059075248136,0.806106413487395,1
"rhe_mac10_chr7_125457064_125457564_250","rhe_mac10_chr7_125457064_125457564_250",-0.00318867251895519,-0.0247413018998191,0.561118992058252,1
"hg38_chr9_129835119_129835620","hg38_chr9_129835119_129835620",-0.004822533791974,0.0115740259437557,0.966890074282625,1
"hg38_chr17_78040713_78041214","hg38_chr17_78040713_78041214",-0.00450797709009724,-0.0685649256290215,0.796686019710466,1
"rn6_chr2_231443556_231444056_250","rn6_chr2_231443556_231444056_250",-0.00297131667585452,0.109468847286246,0.536259364655714,1
"rn6_chr10_96392440_96392940_250","rn6_chr10_96392440_96392940_250",-0.00470316801073019,-0.0171860800758872,0.871278477473552,1
"rn6_chr_x_10226700_10227200_250","rn6_chr_x_10226700_10227200_250",-0.00477182615058039,-0.0317774314317783,0.912250300921846,1
"rhe_mac10_chr17_29572213_29572713_250","rhe_mac10_chr17_29572213_29572713_250",-0.00483053215666015,-0.0013542104357086,0.992896320812212,1
"rn6_chr9_96722318_96722818_250","rn6_chr9_96722318_96722818_250",-0.00385841142283051,0.136511279967314,0.654757582363729,1
"rn6_chr11_83099236_83099736_250","rn6_chr11_83099236_83099736_250",-0.000826910919127522,0.100046132425306,0.363867984800951,1
"hg38_chr16_85027361_85027862","hg38_chr16_85027361_85027862",-0.00477935711068659,0.0246230757312936,0.918011484447332,1
"rhe_mac10_chr9_102338214_102338714_250","rhe_mac10_chr9_102338214_102338714_250",-0.00196278561465303,0.120219881074914,0.442315988999666,1
"rhe_mac10_chr4_82901680_82902180_250","rhe_mac10_chr4_82901680_82902180_250",-0.000114722217818851,0.0804262492354854,0.324306955694129,1
"hg38_chr7_150388839_150389340","hg38_chr7_150388839_150389340",-0.00279220015737456,0.116686446397432,0.51723748413659,1
"hg38_chr14_69093839_69094340","hg38_chr14_69093839_69094340",0.0114751179177262,-0.282280352638551,0.0660514927569986,1
"rn6_chr1_192612677_192613177_250","rn6_chr1_192612677_192613177_250",-0.00482843472255896,-0.00345749435077554,0.981977327054304,1
"hg38_chr1_31218634_31219135","hg38_chr1_31218634_31219135",-0.00449826383292232,-0.0465218767302885,0.793718629556981,1
"rhe_mac10_chr7_47573801_47574301_250","rhe_mac10_chr7_47573801_47574301_250",-0.00450093222425036,0.030126474650986,0.794529162508444,1
"rhe_mac10_chr15_112878645_112879145_250","rhe_mac10_chr15_112878645_112879145_250",-0.00363765430683252,0.0732628825660868,0.620353691800736,1
"hg38_chr8_17156161_17156662","hg38_chr8_17156161_17156662",-0.00449247929168657,0.0800641372289471,0.791973395941957,1
"mm10_chr15_84853637_84854138","mm10_chr15_84853637_84854138",0.00553678477461117,-0.513816582071753,0.143341433826154,1
"rn6_chr3_124069664_124070164_250","rn6_chr3_124069664_124070164_250",-0.00389468903555776,-0.0912429305389127,0.66085053490779,1
"rn6_chr13_26238737_26239237_250","rn6_chr13_26238737_26239237_250",-0.00440735150145301,-0.0389812732223455,0.767942667449105,1
"hg38_chr9_137223221_137223722","hg38_chr9_137223221_137223722",-0.00356687093271411,0.112556927518662,0.610164732233602,1
"rhe_mac10_chr5_50376259_50376759_250","rhe_mac10_chr5_50376259_50376759_250",-0.00412183868336764,0.0843914591710094,0.702608227578004,1
"rhe_mac10_chr6_144216321_144216821_250","rhe_mac10_chr6_144216321_144216821_250",-0.0026909581462742,-0.0928695052260708,0.507002977082084,1
"rn6_chr5_119831205_119831705_250","rn6_chr5_119831205_119831705_250",-0.00426828779967826,-0.0481366380181941,0.733793109545895,1
"rhe_mac10_chr12_49389939_49390439_250","rhe_mac10_chr12_49389939_49390439_250",-0.000724080708883287,-0.150186629341067,0.35776673210761,1
"mm10_chr1_121448525_121449026","mm10_chr1_121448525_121449026",0.0140881431708002,-0.400293319931212,0.0475704199003795,1
"rn6_chr11_30428712_30429212_250","rn6_chr11_30428712_30429212_250",-0.0042659243462828,-0.0456604896211108,0.733255681998928,1
"rhe_mac10_chr16_77896521_77897021_250","rhe_mac10_chr16_77896521_77897021_250",-0.00461767864108725,0.040877253812955,0.83417584502191,1
"rhe_mac10_chr19_46377412_46377912_250","rhe_mac10_chr19_46377412_46377912_250",-0.00478394569240403,0.0233641780028334,0.921732512757514,1
"rn6_chr2_141851459_141851959_250","rn6_chr2_141851459_141851959_250",-0.00475341558430744,0.0150368700807837,0.89956890502482,1
"rn6_chr7_3346358_3346858_250","rn6_chr7_3346358_3346858_250",-0.00434603733833825,-0.0466499372712514,0.752225046680743,1
"hg38_chr11_119363994_119364495","hg38_chr11_119363994_119364495",-0.00481802281865747,0.0147107471057989,0.95894411163963,1
"rhe_mac10_chr16_8011486_8011986_250","rhe_mac10_chr16_8011486_8011986_250",-0.00456367696807069,-0.0385605315825206,0.814700884986539,1
"rhe_mac10_chr9_104821637_104822137_250","rhe_mac10_chr9_104821637_104822137_250",-0.00288616433450945,0.112250978232247,0.527063715555936,1
"rn6_chr18_31397279_31397779_250","rn6_chr18_31397279_31397779_250",-0.00402935964488615,-0.0660899921387672,0.684782198677794,1
"hg38_chr5_116573640_116574141","hg38_chr5_116573640_116574141",-0.00347285173367412,-0.061766361898712,0.597172171442937,1
"hg38_chr17_56960812_56961313","hg38_chr17_56960812_56961313",-0.00479796296559676,-0.0145987812054337,0.934411476463982,1
"hg38_chr17_7687332_7687833","hg38_chr17_7687332_7687833",-0.00449295510266126,-0.0285927446509342,0.792116346638156,1
"rhe_mac10_chr4_47205321_47205821_250","rhe_mac10_chr4_47205321_47205821_250",-0.00480483598527584,-0.00953653780055481,0.941636848587092,1
"rhe_mac10_chr4_135091525_135092025_250","rhe_mac10_chr4_135091525_135092025_250",-0.00408553477270242,0.075809647847546,0.69545915048951,1
"rhe_mac10_chr1_64051450_64051950_250","rhe_mac10_chr1_64051450_64051950_250",-0.00482254868752332,0.0069526548341173,0.9669194829208,1
"rhe_mac10_chr13_45360622_45361122_250","rhe_mac10_chr13_45360622_45361122_250",-0.00460961624241603,-0.0244062217874528,0.831116129353981,1
"rhe_mac10_chr19_45172606_45173106_250","rhe_mac10_chr19_45172606_45173106_250",-0.00360283811312695,-0.045606324141088,0.61529615406643,1
"rhe_mac10_chr1_36569540_36570040_250","rhe_mac10_chr1_36569540_36570040_250",-0.00482312589170549,-0.00646545956289421,0.968079979022716,1
"hg38_chr10_96587208_96587709","hg38_chr10_96587208_96587709",-0.00453192612477112,-0.0517010003320019,0.80421197031416,1
"mm10_chr8_25016852_25017353","mm10_chr8_25016852_25017353",0.00310584102831209,0.198530657258952,0.200662735390975,1
